,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
140,"9,89567482804531E+017","9,89567482804531E+017",2018-04-26,ilovechanhyuk,i lost interest in creative writing a few years ago cause i got bullied over it once or twice but i'm starting to enjoy it again and it makes me feel like i'm beginning to enjoy doing things i used to love again after so long,[],i lost interest in creative writing a few years ago cause i got bullied over it once or twice but i'm starting to enjoy it again and it makes me feel like i'm beginning to enjoy doing things i used to love again after so long,1
141,"9,8884803730806E+017","9,8884803730806E+017",2018-04-24,liliona,So the nurse was like β€have you lost interest in doing things?β€ And I legit took a full beat to stop myself from making a joke because this is SERIOUS. So I lied and said no instead.  ,"['#lol', '#adultingfail']",So the nurse was like β€have you lost interest in doing things?β€ And I legit took a full beat to stop myself from making a joke because this is SERIOUS. So I lied and said no instead. #Lol #AdultingFail,1
145,"9,86799502559535E+017","9,86799502559535E+017",2018-04-19,abbylop6,I've lost interest in doing things I used to enjoying and it sucks,[],I've lost interest in doing things I used to enjoying and it sucks,1
146,"9,85961824993645E+017","9,85961824993645E+017",2018-04-16,bffskyun,ive lost all interest in existing and doing the things i love but no one cares so im gonna take a nap,[],ive lost all interest in existing and doing the things i love but no one cares so im gonna take a nap,1
147,"9,8522652245264E+017","9,8522652245264E+017",2018-04-14,xfireworkeyes,I lost so much interest in things I loved doing,[],I lost so much interest in things I loved doing,1
148,"9,83825900973314E+017","9,83825900973314E+017",2018-04-11,rannahany,"""I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.""",[],"""I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.""",1
149,"9,8334690782412E+017","9,8334690782412E+017",2018-04-09,softbitny,I've lost so much interest in a lot of things that I use to love doing and idk why :^),[],I've lost so much interest in a lot of things that I use to love doing and idk why :^),1
150,"9,82784762535297E+017","9,82784762535297E+017",2018-04-08,natpioquinto,the reason why i lost interest in doing the things i love.,[],the reason why i lost interest in doing the things i love.,1
153,"9,81465007023014E+017","9,81465007023014E+017",2018-04-04,eilyasofea,"It has been so long since I last played with my makeup. I've lost interest in everything that I used to love doing. But now I'm trying my best to do things that I actually love doing haha!
Who says tanned girls can't wear bold colours? Hehe π’‹  pic.twitter.com/1VjEYHNuht",[],"It has been so long since I last played with my makeup. I've lost interest in everything that I used to love doing. But now I'm trying my best to do things that I actually love doing haha!
Who says tanned girls can't wear bold colours? Hehe π’‹  pic.twitter.com/1VjEYHNuht",1
155,"9,81332776040399E+017","9,81332776040399E+017",2018-04-04,imemahh,"I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",[],"I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",1
160,"9,79201397773296E+017","9,79201397773296E+017",2018-03-29,tami_warbritton,I have lost all interest in the things I used to love doing and it's making me discouragedπ,[],I have lost all interest in the things I used to love doing and it's making me discouragedπ,1
162,"9,78879572811878E+017","9,78879572811878E+017",2018-03-28,witchsheep,I lost interest in everything I dreamed of doing and I'm too scared to do the few things I know I want. I guess I'm just here.,[],I lost interest in everything I dreamed of doing and I'm too scared to do the few things I know I want. I guess I'm just here.,1
165,"9,78144502325137E+017","9,78144502325137E+017",2018-03-26,thirmariaa__,I'm losing and have lost interest in a lot of things I was doing,[],I'm losing and have lost interest in a lot of things I was doing,1
166,"9,76543818328756E+017","9,76543559770919E+017",2018-03-21,allydestoutt,"I completely detached myself from friends, family and work. I lost interest in things I used to love doing like being social, singing, doing hair etc. the biggest thing I noticed from being that far in a dark place was this:",[],"I completely detached myself from friends, family and work. I lost interest in things I used to love doing like being social, singing, doing hair etc. the biggest thing I noticed from being that far in a dark place was this:",1
167,"9,75456011292168E+017","9,75450055942525E+017",2018-03-18,visual_jackson,"It's as if there's an obstacle always preventing me from being happy or reaching my goal. I probably sound ridiculous but I wouldn't be surprised if I was told that I have some type of disorder. I've lost interest in so many things now, the things I loved, I have stopped doing",[],"It's as if there's an obstacle always preventing me from being happy or reaching my goal. I probably sound ridiculous but I wouldn't be surprised if I was told that I have some type of disorder. I've lost interest in so many things now, the things I loved, I have stopped doing",1
168,"9,75211881475359E+017","9,75211881475359E+017",2018-03-18,ffrances_marie,its been a while since i lost interest in all the things i like doing.,[],its been a while since i lost interest in all the things i like doing.,1
169,"9,74547862179652E+017","9,7454539707811E+017",2018-03-16,lokihyunedaf,I mean... I really love the career I chose (and it's like the only thing I see myself doing in the future) but because of some things that happened while taking the pre-course... I have lost all interest and motivation in studying...,[],I mean... I really love the career I chose (and it's like the only thing I see myself doing in the future) but because of some things that happened while taking the pre-course... I have lost all interest and motivation in studying...,1
