,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,,
397,"9,46074201156407E+017","9,46074201156407E+017",2017-12-27,georgiapagieee,Brought myself a cheer up present for being   pic.twitter.com/reStgT1S4f,['#depressed'],Brought myself a cheer up present for being #depressed  pic.twitter.com/reStgT1S4f,1,,
408,"9,46036336376648E+017","9,46036336376648E+017",2017-12-27,mj013_,I really need some good news at this rate... feel like it's going downhill for me 😐,['#depressed'],I really need some good news at this rate... feel like it's going downhill for me #depressed😐,1,,
420,"9,45961144023442E+017","9,45961144023442E+017",2017-12-27,ydnarams,El día de hoy va a ser un día bien llorón para mi. Con los ajetreos de mi vida no he llorado a Jonghyun pero hoy si que si... ,['#depressed'],El día de hoy va a ser un día bien llorón para mi. Con los ajetreos de mi vida no he llorado a Jonghyun pero hoy si que si... #depressed,1,,
422,"9,45952156971962E+017","9,45952156971962E+017",2017-12-27,cheques___,"When u'r happy, u'r always hungry u can eat all day. 😂

When u'r , u can survive without food all day.",['#depressed'],"When u'r happy, u'r always hungry u can eat all day. 😂

When u'r #depressed, u can survive without food all day.",1,,
425,"9,45911144371323E+017","9,45911144371323E+017",2017-12-27,mrtokzen,"In need of a stranger I can talk to, who won't judge... ",['#depressed'],"In need of a stranger I can talk to, who won't judge... #depressed",1,,
429,"9,45898933972357E+017","9,45898933972357E+017",2017-12-27,coconutinbahama,"1/1 and now I have to spend New year on my own following my birthday this is bordering on annoying now. Slap me.  I love having friends. It's who I am. Not a  (loner)  sorry, I rant. Not much love in my personal life pic.twitter.com/bAdEBzDeLP","['#loneliness', '#depressed', '#joinin']","1/1 and now I have to spend New year on my own following my birthday this is bordering on annoying now. Slap me. #Loneliness I love having friends. It's who I am. Not a #depressed (loner) #joinin sorry, I rant. Not much love in my personal life pic.twitter.com/bAdEBzDeLP",1,,
431,"9,45885133348815E+017","9,45885133348815E+017",2017-12-27,drsantoshhealt2," !!
You can get rid of this situation by  pic.twitter.com/NplEydszpu","['#depressed', '#homoeopathy']","#Depressed !!
You can get rid of this situation by #Homoeopathy pic.twitter.com/NplEydszpu",1,,
433,"9,45881320827232E+017","9,45881320827232E+017",2017-12-27,fredthealien316,I've just realized the only way I'll ever own a place of my own in the lower mainland is if I win the lottery. That's it. ,['#depressed'],I've just realized the only way I'll ever own a place of my own in the lower mainland is if I win the lottery. That's it. #Depressed,1,,
437,"9,45877702774608E+017","9,45877702774608E+017",2017-12-27,djkingtrendz,"I'll be just fine
Pretending I'm not
I'm far from lonely
And it's all that I've got   ","['#depressed', '#depression', '#broken']","I'll be just fine
Pretending I'm not
I'm far from lonely
And it's all that I've got #depressed #depression #Broken",1,,
445,"9,45853381515595E+017","9,45851825558782E+017",2017-12-27,jazzytrumpeter,I'm just so tired. I just want to give up on life. But I won't.   ,"['#depressed', '#depression', '#fuckme']",I'm just so tired. I just want to give up on life. But I won't. #depressed #depression #fuckme,1,,
447,"9,4585094554776E+017","9,4585094554776E+017",2017-12-27,alltheoutsiders,Its hard to watch all my friends have fun together and never invite u to have fun with them😔😔   ,"['#sad', '#fun', '#depressed']",Its hard to watch all my friends have fun together and never invite u to have fun with them😔😔 #sad #fun #depressed,1,,
449,"9,45838040097833E+017","9,45838040097833E+017",2017-12-27,abztractisight,"I was a fan of Junghyun of . Lately I've been  too. Then a friend spoke truth: You don't drown by falling in, you drown by staying there.","['#shinee', '#depressed']","I was a fan of Junghyun of #SHINee. Lately I've been #depressed too. Then a friend spoke truth: You don't drown by falling in, you drown by staying there.",1,,
451,"9,45833173233136E+017","9,45833173233136E+017",2017-12-27,geenaatrippp,"can’t find my permit, which means i can’t schedule my road test..  ","['#stressed', '#depressed']","can’t find my permit, which means i can’t schedule my road test.. #stressed #depressed",1,,
453,"9,4582880322977E+017","9,4582880322977E+017",2017-12-27,mikeex80,"What a Sad day!  Earlier today, iconic WKBW Anchor Irv Weinstein passed away, and I find out a short time ago that  Legend Johnny Bower has passed away...  ","['#leafs', '#depressed', '#nomorebadnewsplease']","What a Sad day!  Earlier today, iconic WKBW Anchor Irv Weinstein passed away, and I find out a short time ago that #Leafs Legend Johnny Bower has passed away... #Depressed #NoMoreBadNewsPlease",1,,
457,"9,45812772029452E+017","9,45812772029452E+017",2017-12-27,josin_kimberly,Just heard about Ruby Serein. She was such a sweet soul every time I talked to her. I was devastated to hear the news. Sending warm hugs to everyone... Remember to love the people around you because our time is short. It's time to stop hating one another.  ,"['#rip', '#depressed']",Just heard about Ruby Serein. She was such a sweet soul every time I talked to her. I was devastated to hear the news. Sending warm hugs to everyone... Remember to love the people around you because our time is short. It's time to stop hating one another. #rip #depressed,1,,
463,"9,45793228791517E+017","9,45793228791517E+017",2017-12-27,sunflwrchild95,I'm fuckin chopped liver   ,"['#chinkaos', '#sadboigang', '#depressed']",I'm fuckin chopped liver #chinkaos #sadboigang #depressed,1,,
466,"9,4578589341526E+017","9,4578589341526E+017",2017-12-27,arsclau,Maybe I'll hate christmas after this year!! 😰😢 When I thought Christmas was a time to love who we love the most and to be or talk with that special person and then... nobody cares! Thank you christmas 2017  ,"['#depressed', '#aloneonchristmas']",Maybe I'll hate christmas after this year!! 😰😢 When I thought Christmas was a time to love who we love the most and to be or talk with that special person and then... nobody cares! Thank you christmas 2017 #depressed #aloneonChristmas,1,,
467,"9,4578547863217E+017","9,4578547863217E+017",2017-12-27,schristford,"I cannot be working in retail at xmas next year, I need at least the week off for the xmas celebrations!   ","['#depressed', '#backtowork', '#allover']","I cannot be working in retail at xmas next year, I need at least the week off for the xmas celebrations! #depressed #backtowork #allover",1,,
472,"9,45766071335781E+017","9,45766056232186E+017",2017-12-26,seirracruse,RSVP@Morphe.com and it keeps putting my email into my outbox. I'm confused and they said they're glad I screen shotted the first email so then I sent the next one and that's the one that keeps putting it in the outbox spot. ,['#depressed'],RSVP@Morphe.com and it keeps putting my email into my outbox. I'm confused and they said they're glad I screen shotted the first email so then I sent the next one and that's the one that keeps putting it in the outbox spot. #depressed,1,,
473,"9,45765542861959E+017","9,45765542861959E+017",2017-12-26,uselessdrago,When things start looking up and life remembers that it hates you and wants you to live in relentless misery. TT_TT  ,"['#depressed', '#lifesucks']",When things start looking up and life remembers that it hates you and wants you to live in relentless misery. TT_TT #depressed #LifeSucks,1,,
475,"9,45759289939022E+017","9,45759289939022E+017",2017-12-26,kerriganmolly,Bathed pjs and bed all before 9 o’clock on Boxing Day can’t remember the last time that happened☹️☹️ ,['#depressed'],Bathed pjs and bed all before 9 o’clock on Boxing Day can’t remember the last time that happened☹️☹️ #depressed,1,,
481,"9,45740675601064E+017","9,45740675601064E+017",2017-12-26,sebastiandeming,Christmas is over and nobody didn't make me home pizza.I'm 😠 and  😦  pic.twitter.com/cReb6wDvTp,"['#furious', '#depressed']",Christmas is over and nobody didn't make me home pizza.I'm #furious😠 and #depressed 😦  pic.twitter.com/cReb6wDvTp,1,,
486,"9,45733701752836E+017","9,45733701752836E+017",2017-12-26,zaynngiirll,"Happy birthday .  I just wish KARMA not come to you.
",['#depressed'],"Happy birthday .  I just wish KARMA not come to you.
#depressed",1,,
488,"9,45721310193312E+017","9,45721310193312E+017",2017-12-26,kheyeperez,"Lord kunin nyo na lang ako 🙏
sawang sawa na ko sa gantong ikot ng buhay 😢💔
",['#depressed'],"Lord kunin nyo na lang ako 🙏
sawang sawa na ko sa gantong ikot ng buhay 😢💔
#depressed",1,,
493,"9,45694644037399E+017","9,45694644037399E+017",2017-12-26,meanspice,i’m so  i’m mutuals on my local with a cute boy who went to my old high school and he is always retweeting anti trump and feminist tweets. AND HE RECOGNIZES HIS WHITE PRIVILEGE ??? WHY WERENT WE FUCKING IN HIGH SCHOOL GOD DAMN IT !!!  pic.twitter.com/fVOQFRcXMV,['#depressed'],i’m so #depressed i’m mutuals on my local with a cute boy who went to my old high school and he is always retweeting anti trump and feminist tweets. AND HE RECOGNIZES HIS WHITE PRIVILEGE ??? WHY WERENT WE FUCKING IN HIGH SCHOOL GOD DAMN IT !!!  pic.twitter.com/fVOQFRcXMV,1,,
499,"9,4567130974847E+017","9,4567130974847E+017",2017-12-26,buttonnandbows,"Could do with a  fed-up, no one to visit,chucking down if I eat anymore I'll pop. ",['#depressed'],"Could do with a #boxingday#joinin fed-up, no one to visit,chucking down if I eat anymore I'll pop. #depressed",1,,
510,"9,45632305091146E+017","9,45632305091146E+017",2017-12-26,lilrunner,"It’s the worst day of the year, my post-holiday depression is in full swing, and to top it off I have a horrible stomachache. Today should be fun. 😡    pic.twitter.com/4bopgU54Sa","['#feelingsick', '#depressed', '#sigh']","It’s the worst day of the year, my post-holiday depression is in full swing, and to top it off I have a horrible stomachache. Today should be fun. 😡 #feelingsick #depressed #sigh pic.twitter.com/4bopgU54Sa",1,,
518,"9,45564048514482E+017","9,45564048514482E+017",2017-12-26,technomouse,"I need to change a lot of things, I am simply no longer happy , I want more of relationship with my daughter , I want my own place for us,this has been a lovely house and absolute lifesaver but I think it's time to start moving on",['#depressed'],"I need to change a lot of things, I am simply no longer happy #Depressed, I want more of relationship with my daughter , I want my own place for us,this has been a lovely house and absolute lifesaver but I think it's time to start moving on",1,,
520,"9,45552139220287E+017","9,45552139220287E+017",2017-12-26,capricopernicus,I feel like I’ve accidentally trained my dogs that when I play Songs: Ohia they should snuggle me or else ,['#depressed'],I feel like I’ve accidentally trained my dogs that when I play Songs: Ohia they should snuggle me or else #depressed,1,,
525,"9,45532318860632E+017","9,45532318860632E+017",2017-12-26,taprecords,Amazing how you can still feel lonely in a house full of people.  ,"['#lonely', '#depressed']",Amazing how you can still feel lonely in a house full of people. #lonely #depressed,1,,
529,"9,45519055078904E+017","9,45519055078904E+017",2017-12-26,mellymel425,I hope WWE's report of  being out for approximately 9 months is wrong because if its true looks like this girl will be saving LOTS of money next year as I won't be buying stuff from the shop or going to events without my favorite there. ,"['#deanambrose', '#depressed']",I hope WWE's report of #DeanAmbrose being out for approximately 9 months is wrong because if its true looks like this girl will be saving LOTS of money next year as I won't be buying stuff from the shop or going to events without my favorite there. #Depressed,1,,
531,"9,45518336833741E+017","9,45518336833741E+017",2017-12-26,feriellelydia19,When you’re listening to a song and all the memories from that special person comes flashing in ur memories and it’s sad they’re not in your life anymore....  ,"['#depressed', '#lonely']",When you’re listening to a song and all the memories from that special person comes flashing in ur memories and it’s sad they’re not in your life anymore.... #depressed #lonely,1,,
